feature,importance,clean_feature
cat__route_ATL_MOB,2.325443175522361e-05,route ATL MOB
cat__route_ABE_PGD,2.3249930826895103e-05,route ABE PGD
cat__FL_DATE_2020-10-17,2.3246319876134533e-05,FL DATE 2020-10-17
cat__DEST_PSE,2.3241112369975497e-05,DEST PSE
cat__route_ATL_ONT,2.3236193664026346e-05,route ATL ONT
cat__route_MYR_EWR,2.3229629862813718e-05,route MYR EWR
cat__route_ROC_BOS,2.3222420369473367e-05,route ROC BOS
cat__route_LAS_ABQ,2.3213072447506073e-05,route LAS ABQ
cat__route_AUS_MSP,2.319437572421978e-05,route AUS MSP
cat__route_HOU_MDW,2.3167506934904648e-05,route HOU MDW
cat__route_JFK_CVG,2.3165485031374845e-05,route JFK CVG
cat__FL_DATE_2020-07-06,2.3165219456869573e-05,FL DATE 2020-07-06
cat__route_MFE_IAH,2.3163366748653543e-05,route MFE IAH
cat__route_FLL_STL,2.3157209987963475e-05,route FLL STL
cat__FL_DATE_2020-07-15,2.3140769239760068e-05,FL DATE 2020-07-15
cat__route_AUS_SJC,2.3078272211705615e-05,route AUS SJC
cat__route_LAS_TPA,2.3071002972673438e-05,route LAS TPA
cat__route_SDF_LGA,2.3064108324140038e-05,route SDF LGA
cat__route_STL_MSY,2.3053981245270307e-05,route STL MSY
cat__route_MSP_MSO,2.299222704529882e-05,route MSP MSO
cat__route_IAD_MIA,2.2988529639812037e-05,route IAD MIA
cat__FL_DATE_2020-08-09,2.298101903899334e-05,FL DATE 2020-08-09
cat__route_BIL_SLC,2.2960548126847307e-05,route BIL SLC
cat__route_DAY_PHL,2.294883875088406e-05,route DAY PHL
cat__DEST_CIU,2.293280312976294e-05,DEST CIU
cat__route_MSP_MEM,2.292066644671784e-05,route MSP MEM
cat__route_CLT_SEA,2.2911083032874543e-05,route CLT SEA
cat__route_BWI_PHX,2.2902978793319387e-05,route BWI PHX
cat__route_GRR_EWR,2.2900806469197112e-05,route GRR EWR
cat__route_ORD_XNA,2.2894508460240462e-05,route ORD XNA
cat__FL_DATE_2021-01-23,2.2864625208114463e-05,FL DATE 2021-01-23
cat__route_SLN_HYS,2.284224283104662e-05,route SLN HYS
cat__route_DFW_LFT,2.281886875601983e-05,route DFW LFT
cat__route_OGG_SFO,2.2815672815433085e-05,route OGG SFO
cat__route_CMH_PHX,2.2793638894067557e-05,route CMH PHX
cat__route_DCA_OMA,2.278969876679092e-05,route DCA OMA
cat__route_CHS_IAD,2.2747871109322917e-05,route CHS IAD
cat__FL_DATE_2020-10-07,2.2739603081360103e-05,FL DATE 2020-10-07
cat__route_ORF_JFK,2.270068948389241e-05,route ORF JFK
cat__route_DEN_RIC,2.269537684637252e-05,route DEN RIC
cat__route_PHX_FSD,2.2659430619609596e-05,route PHX FSD
cat__route_LAS_FLL,2.2643323883234244e-05,route LAS FLL
cat__route_JAX_BWI,2.26149674247335e-05,route JAX BWI
cat__route_PSG_JNU,2.2598591777226725e-05,route PSG JNU
cat__route_TTN_MCO,2.2587960152996026e-05,route TTN MCO
cat__route_SYR_ORD,2.2577378423168077e-05,route SYR ORD
cat__route_PIT_BOS,2.2565444595675405e-05,route PIT BOS
cat__DEST_SPS,2.255185544784733e-05,DEST SPS
cat__route_ORD_SRQ,2.2548248708936077e-05,route ORD SRQ
cat__FL_DATE_2021-02-19,2.2545370141919754e-05,FL DATE 2021-02-19
cat__route_DFW_OMA,2.2535219404833792e-05,route DFW OMA
cat__route_ATL_MLB,2.250904318579856e-05,route ATL MLB
cat__route_IAH_AMA,2.250737605811582e-05,route IAH AMA
cat__route_EWR_MKE,2.2506372819480153e-05,route EWR MKE
cat__route_CLE_FLL,2.249297270180622e-05,route CLE FLL
cat__route_MCO_MHT,2.249287347576208e-05,route MCO MHT
cat__route_DCA_MCI,2.248918942356326e-05,route DCA MCI
cat__route_BUR_DEN,2.2487084452943055e-05,route BUR DEN
cat__ORIGIN_VLD,2.2468032935857145e-05,ORIGIN VLD
cat__route_RIC_MCO,2.2448269290709526e-05,route RIC MCO
cat__route_MOT_DEN,2.243697710442257e-05,route MOT DEN
cat__route_SGF_CLT,2.2425623424472642e-05,route SGF CLT
cat__route_PHX_SBP,2.240949231069356e-05,route PHX SBP
cat__route_ATL_FAY,2.240859175651588e-05,route ATL FAY
cat__route_SYR_MCO,2.240062875761039e-05,route SYR MCO
cat__route_DCA_BDL,2.238686470989012e-05,route DCA BDL
cat__route_IAH_MOB,2.237240351310696e-05,route IAH MOB
cat__route_GSO_PHL,2.237201568011181e-05,route GSO PHL
cat__route_EWR_SAV,2.2363300858874688e-05,route EWR SAV
cat__route_PNS_IAH,2.2353730334391072e-05,route PNS IAH
cat__route_TUS_MDW,2.2332395245522064e-05,route TUS MDW
cat__route_SJU_PHL,2.2321114912234627e-05,route SJU PHL
cat__DEST_HLN,2.2317008073548384e-05,DEST HLN
cat__route_ORD_IAD,2.231680040696178e-05,route ORD IAD
cat__route_AUS_SEA,2.230703158987498e-05,route AUS SEA
cat__FL_DATE_2020-12-28,2.2306336827839064e-05,FL DATE 2020-12-28
cat__route_PDX_SAN,2.230433118551771e-05,route PDX SAN
cat__route_PSP_SLC,2.230324435053588e-05,route PSP SLC
cat__route_DCA_HPN,2.229503715723705e-05,route DCA HPN
cat__FL_DATE_2020-12-14,2.227451652011554e-05,FL DATE 2020-12-14
cat__route_ORD_JAC,2.2271402096183837e-05,route ORD JAC
cat__ORIGIN_OGS,2.2265943302367117e-05,ORIGIN OGS
cat__ORIGIN_OTH,2.2241882647906877e-05,ORIGIN OTH
cat__route_SFO_BZN,2.2229935995910397e-05,route SFO BZN
cat__route_SMF_ORD,2.2229289653147547e-05,route SMF ORD
cat__route_RIC_BOS,2.221819480337952e-05,route RIC BOS
cat__route_PHL_CVG,2.221313129759823e-05,route PHL CVG
cat__route_CLE_MDW,2.2179940466516105e-05,route CLE MDW
cat__FL_DATE_2020-07-22,2.215354206281346e-05,FL DATE 2020-07-22
cat__route_CHS_PHL,2.2135761558068774e-05,route CHS PHL
cat__route_SMF_MDW,2.2124382475833225e-05,route SMF MDW
cat__ORIGIN_PBG,2.2095956181352132e-05,ORIGIN PBG
cat__FL_DATE_2020-11-20,2.2063804463330645e-05,FL DATE 2020-11-20
cat__FL_DATE_2020-08-06,2.2057171519625033e-05,FL DATE 2020-08-06
cat__FL_DATE_2020-10-15,2.2043410720741304e-05,FL DATE 2020-10-15
cat__route_SFO_PHL,2.2026418490340765e-05,route SFO PHL
cat__route_MCI_MSP,2.202505485545857e-05,route MCI MSP
cat__route_DFW_VPS,2.1967411794027854e-05,route DFW VPS
cat__route_EVV_DFW,2.195040384310986e-05,route EVV DFW
cat__route_DEN_GUC,2.1929420570362552e-05,route DEN GUC
cat__route_SBP_PHX,2.1923896332291802e-05,route SBP PHX
cat__FL_DATE_2020-07-02,2.1909440217278384e-05,FL DATE 2020-07-02
cat__FL_DATE_2020-11-13,2.190484429971405e-05,FL DATE 2020-11-13
cat__route_BDL_MSP,2.188357947881797e-05,route BDL MSP
cat__ORIGIN_USA,2.1873688514135095e-05,ORIGIN USA
cat__route_ORD_TUL,2.1855546759779362e-05,route ORD TUL
cat__route_PHX_DRO,2.183208432809872e-05,route PHX DRO
cat__route_DTW_CVG,2.1825263769495858e-05,route DTW CVG
cat__route_ORD_MYR,2.1813300451636646e-05,route ORD MYR
cat__route_SEA_BUR,2.1801323013385523e-05,route SEA BUR
cat__route_MEM_DTW,2.1799624931100635e-05,route MEM DTW
cat__route_FLL_DAL,2.1799339727804423e-05,route FLL DAL
cat__route_SAN_ATL,2.1785304796188043e-05,route SAN ATL
cat__route_SFO_RDM,2.1781127472382537e-05,route SFO RDM
cat__FL_DATE_2020-11-18,2.1778671237535834e-05,FL DATE 2020-11-18
cat__route_EWR_SNA,2.177217661898797e-05,route EWR SNA
cat__route_ATL_HNL,2.175392973937951e-05,route ATL HNL
cat__route_DFW_PIB,2.17506578898488e-05,route DFW PIB
cat__route_BWI_MSP,2.174571264995559e-05,route BWI MSP
cat__FL_DATE_2021-03-23,2.1738327174622454e-05,FL DATE 2021-03-23
cat__route_PHX_OMA,2.1725590920712183e-05,route PHX OMA
cat__route_CMH_IAH,2.172464352549755e-05,route CMH IAH
cat__route_MSY_LAS,2.17234258144559e-05,route MSY LAS
cat__route_AEX_DFW,2.1706799772714027e-05,route AEX DFW
cat__route_RSW_IAH,2.1694060184460906e-05,route RSW IAH
cat__route_LAS_PIT,2.1678044140298155e-05,route LAS PIT
cat__route_BIL_DEN,2.165075923621808e-05,route BIL DEN
cat__route_CHO_ATL,2.1645161693585486e-05,route CHO ATL
cat__route_ORD_CMI,2.1635252369337907e-05,route ORD CMI
cat__route_DFW_LAW,2.1623885113341903e-05,route DFW LAW
cat__route_TTN_JAX,2.162270080796432e-05,route TTN JAX
cat__route_MIA_SAT,2.161066359957599e-05,route MIA SAT
cat__route_SJC_ONT,2.1604882083508464e-05,route SJC ONT
cat__route_JAX_LGA,2.1600141174459384e-05,route JAX LGA
cat__route_CLE_BWI,2.1598632250139398e-05,route CLE BWI
cat__route_EWR_CVG,2.1590575761973168e-05,route EWR CVG
cat__route_FLL_AUS,2.1569326864815484e-05,route FLL AUS
cat__route_HRL_HOU,2.1559298413867464e-05,route HRL HOU
cat__route_DFW_COS,2.1558761595872606e-05,route DFW COS
cat__route_MIA_MSP,2.1552451560813687e-05,route MIA MSP
cat__ORIGIN_SCK,2.1552393152931688e-05,ORIGIN SCK
cat__route_SLC_MCO,2.155105652657583e-05,route SLC MCO
cat__route_ATL_OAJ,2.154218938869104e-05,route ATL OAJ
cat__route_LEX_DFW,2.1542059231603856e-05,route LEX DFW
cat__FL_DATE_2020-10-28,2.1534101660414005e-05,FL DATE 2020-10-28
cat__route_RSW_MSP,2.1533826076875875e-05,route RSW MSP
cat__route_AVL_ORD,2.152063001108999e-05,route AVL ORD
cat__FL_DATE_2020-04-16,2.15042915617287e-05,FL DATE 2020-04-16
cat__route_CWA_ORD,2.1492464499889727e-05,route CWA ORD
cat__FL_DATE_2021-02-01,2.1487510446777528e-05,FL DATE 2021-02-01
cat__route_MCO_SFO,2.1473204880320895e-05,route MCO SFO
cat__route_MIA_GSP,2.1469471172153167e-05,route MIA GSP
cat__FL_DATE_2020-10-10,2.146288297574009e-05,FL DATE 2020-10-10
cat__DEST_USA,2.145607730427107e-05,DEST USA
cat__FL_DATE_2020-09-03,2.1448094253127572e-05,FL DATE 2020-09-03
cat__DEST_LBL,2.1427848789636568e-05,DEST LBL
cat__route_JFK_IAD,2.1416469601398874e-05,route JFK IAD
cat__route_RIC_IAH,2.1385385954262232e-05,route RIC IAH
cat__route_HHH_CLT,2.137495084615869e-05,route HHH CLT
cat__FL_DATE_2020-11-23,2.1374405802168624e-05,FL DATE 2020-11-23
cat__route_SFO_MIA,2.135313390149159e-05,route SFO MIA
cat__route_LIH_OGG,2.1351843273072633e-05,route LIH OGG
cat__route_LIH_LAX,2.1333204868206442e-05,route LIH LAX
cat__ORIGIN_ABR,2.1328196063625746e-05,ORIGIN ABR
cat__route_DCA_DAL,2.1317953706985617e-05,route DCA DAL
cat__route_ROC_CLT,2.1308026293909145e-05,route ROC CLT
cat__route_PDX_ORD,2.1307064104754536e-05,route PDX ORD
cat__route_ASE_LAX,2.12904942121855e-05,route ASE LAX
cat__route_SLC_PSP,2.1275439149007823e-05,route SLC PSP
cat__route_IAH_SJU,2.125244226206442e-05,route IAH SJU
cat__route_CHA_DFW,2.1220938870631488e-05,route CHA DFW
cat__route_DEN_LIH,2.1215795117474902e-05,route DEN LIH
cat__route_MIA_LAS,2.1208420322296124e-05,route MIA LAS
cat__route_MCO_MCI,2.1193443077482847e-05,route MCO MCI
cat__route_SLC_EWR,2.1178290381215783e-05,route SLC EWR
cat__route_ATL_PDX,2.117564967885918e-05,route ATL PDX
cat__route_DFW_DAY,2.1154046484760693e-05,route DFW DAY
cat__route_DCA_ORF,2.1142102384007856e-05,route DCA ORF
cat__route_LGA_RSW,2.1138609772710057e-05,route LGA RSW
cat__route_JAX_MIA,2.1136487569319353e-05,route JAX MIA
cat__ORIGIN_MEI,2.11277175160577e-05,ORIGIN MEI
cat__route_FLL_BDL,2.1088851250128558e-05,route FLL BDL
cat__route_SGF_ATL,2.108596732614929e-05,route SGF ATL
cat__ORIGIN_ITH,2.106429730323913e-05,ORIGIN ITH
cat__route_MDW_BHM,2.105666012243877e-05,route MDW BHM
cat__FL_DATE_2020-10-06,2.1020203063072815e-05,FL DATE 2020-10-06
cat__route_MCO_SEA,2.100330381122206e-05,route MCO SEA
cat__FL_DATE_2020-10-19,2.0999917357794556e-05,FL DATE 2020-10-19
cat__route_ORD_BMI,2.099525034197859e-05,route ORD BMI
cat__route_ECP_DFW,2.0991925386489685e-05,route ECP DFW
cat__route_LIH_PDX,2.098948328260283e-05,route LIH PDX
cat__route_ORD_ABQ,2.0986536880362055e-05,route ORD ABQ
cat__FL_DATE_2020-04-03,2.0984865607440182e-05,FL DATE 2020-04-03
cat__route_CLT_SGF,2.094581285942949e-05,route CLT SGF
cat__route_STL_DCA,2.0911735135215306e-05,route STL DCA
cat__route_TUS_DEN,2.0903826976463165e-05,route TUS DEN
cat__route_DEN_CID,2.08789829105035e-05,route DEN CID
cat__route_CVG_RSW,2.087229432369426e-05,route CVG RSW
cat__FL_DATE_2020-07-07,2.0846297991975693e-05,FL DATE 2020-07-07
cat__FL_DATE_2020-04-01,2.084527256279918e-05,FL DATE 2020-04-01
cat__route_ORD_TVC,2.0819933941826265e-05,route ORD TVC
cat__route_HNL_OAK,2.0797241344729603e-05,route HNL OAK
cat__route_ATL_CHO,2.0783056304844007e-05,route ATL CHO
cat__route_ABQ_IAH,2.0760645265970384e-05,route ABQ IAH
cat__DEST_PVU,2.0756454945263397e-05,DEST PVU
cat__ORIGIN_IAG,2.0747319381804684e-05,ORIGIN IAG
cat__route_EWR_GSO,2.0735323839291484e-05,route EWR GSO
cat__route_SBP_DFW,2.072524123098291e-05,route SBP DFW
cat__route_CLT_HHH,2.0719089024155516e-05,route CLT HHH
cat__route_CAK_CLT,2.071650471700575e-05,route CAK CLT
cat__route_DTW_PWM,2.0712156424139288e-05,route DTW PWM
cat__route_HOU_TPA,2.0685824945013304e-05,route HOU TPA
cat__route_DEN_IDA,2.0673209361635874e-05,route DEN IDA
cat__route_LWS_SLC,2.0614818609387514e-05,route LWS SLC
cat__route_TPA_MKE,2.061037190070965e-05,route TPA MKE
cat__route_RDU_MDW,2.060842824432196e-05,route RDU MDW
cat__route_BOS_MCI,2.059628080100226e-05,route BOS MCI
cat__route_CLT_OKC,2.057462724622565e-05,route CLT OKC
cat__route_CMH_MCO,2.0571081219545507e-05,route CMH MCO
cat__route_ATL_ILM,2.0562587471375593e-05,route ATL ILM
cat__DEST_LAR,2.0551481206722032e-05,DEST LAR
cat__route_LAS_FAT,2.054432569322522e-05,route LAS FAT
cat__route_AUS_MDW,2.0539531814339366e-05,route AUS MDW
cat__route_IAH_DAL,2.052767635817381e-05,route IAH DAL
cat__route_BUF_MDW,2.0525267660698866e-05,route BUF MDW
cat__route_IAH_CVG,2.0523395234037555e-05,route IAH CVG
cat__route_BOI_MSP,2.0500693588488936e-05,route BOI MSP
cat__FL_DATE_2020-07-24,2.0497690104811475e-05,FL DATE 2020-07-24
cat__route_DTW_CMH,2.0494654666061556e-05,route DTW CMH
cat__FL_DATE_2021-01-07,2.0493335489512295e-05,FL DATE 2021-01-07
cat__route_JAN_IAH,2.0492619475604625e-05,route JAN IAH
cat__route_MFR_LAX,2.0490611997791178e-05,route MFR LAX
cat__route_TUS_SEA,2.0488262691530906e-05,route TUS SEA
cat__route_FWA_DFW,2.0468901511875735e-05,route FWA DFW
cat__route_SLC_GJT,2.0468199447635336e-05,route SLC GJT
cat__route_SLC_RNO,2.045990944817043e-05,route SLC RNO
cat__route_AUS_BOS,2.0456796555158268e-05,route AUS BOS
cat__route_DCA_MHT,2.0453704079535125e-05,route DCA MHT
cat__route_RDU_STL,2.044160489682792e-05,route RDU STL
cat__route_TUS_SLC,2.04250801634468e-05,route TUS SLC
cat__route_DAL_SAN,2.042454267967026e-05,route DAL SAN
cat__route_SFB_BMI,2.041663749818066e-05,route SFB BMI
cat__route_MDT_ORD,2.041536337819806e-05,route MDT ORD
cat__route_DEN_LBB,2.0391940358874436e-05,route DEN LBB
cat__ORIGIN_CDV,2.0376037577309875e-05,ORIGIN CDV
cat__route_DAL_SMF,2.037313553548494e-05,route DAL SMF
cat__FL_DATE_2020-06-15,2.036887558467068e-05,FL DATE 2020-06-15
cat__route_OKC_LAX,2.0358975100945312e-05,route OKC LAX
cat__route_FLL_HOU,2.0354072669401453e-05,route FLL HOU
cat__route_IND_MSP,2.0350342888057666e-05,route IND MSP
cat__FL_DATE_2020-09-25,2.034952030606276e-05,FL DATE 2020-09-25
cat__route_BDL_ORD,2.0347925314561356e-05,route BDL ORD
cat__route_CLE_TPA,2.0347528008784085e-05,route CLE TPA
cat__route_CVG_JFK,2.0347347481424555e-05,route CVG JFK
cat__route_IAD_CVG,2.0346832364365877e-05,route IAD CVG
cat__route_SAV_IAH,2.0338646579186165e-05,route SAV IAH
cat__route_SNA_IAH,2.03346526227858e-05,route SNA IAH
cat__FL_DATE_2020-07-04,2.032587613565883e-05,FL DATE 2020-07-04
cat__DEST_MLU,2.032179423251735e-05,DEST MLU
cat__route_DAL_LIT,2.0319889321605527e-05,route DAL LIT
cat__FL_DATE_2020-10-05,2.0293079473372033e-05,FL DATE 2020-10-05
cat__ORIGIN_WRG,2.0282264589558783e-05,ORIGIN WRG
cat__route_BIS_MSP,2.0240569683624146e-05,route BIS MSP
cat__route_DEN_BIS,2.0239989332399706e-05,route DEN BIS
cat__DEST_ROA,2.0229109591735083e-05,DEST ROA
cat__route_SJU_BDL,2.0219983468634056e-05,route SJU BDL
cat__route_ANC_JNU,2.0207648720907574e-05,route ANC JNU
cat__route_MQT_DTW,2.020605663049919e-05,route MQT DTW
cat__route_DCA_JAN,2.0205901189606457e-05,route DCA JAN
cat__route_MSP_RHI,2.0189043883575416e-05,route MSP RHI
cat__DEST_MQT,2.0145194349869017e-05,DEST MQT
cat__route_MSP_LAX,2.0128737972002878e-05,route MSP LAX
cat__route_OGG_SEA,2.0098630424146693e-05,route OGG SEA
cat__route_PHL_SEA,2.0094630099239374e-05,route PHL SEA
cat__route_TRI_ATL,2.0092599854898094e-05,route TRI ATL
cat__FL_DATE_2020-11-27,2.0091430424214562e-05,FL DATE 2020-11-27
cat__route_DSM_PIE,2.0091393488943402e-05,route DSM PIE
cat__route_MCO_BQN,2.008970089317946e-05,route MCO BQN
cat__route_PDX_MSP,2.0079615408726825e-05,route PDX MSP
cat__route_EUG_SEA,2.0061080086138408e-05,route EUG SEA
cat__route_LGA_SDF,2.005500147506524e-05,route LGA SDF
cat__route_DEN_ORF,2.001820076008299e-05,route DEN ORF
cat__route_ORD_JAX,2.0016728741783124e-05,route ORD JAX
cat__route_STL_SMF,2.0010666555712802e-05,route STL SMF
cat__route_ATW_DTW,2.0005964051879602e-05,route ATW DTW
cat__route_TPA_PVD,1.9998719977862347e-05,route TPA PVD
cat__route_PHL_GSO,1.9991946846353264e-05,route PHL GSO
cat__route_MHT_MCO,1.9978401496132457e-05,route MHT MCO
cat__route_SLC_TUL,1.9978249445329854e-05,route SLC TUL
cat__DEST_GFK,1.995294609309786e-05,DEST GFK
cat__route_BNA_DSM,1.9941639261173935e-05,route BNA DSM
cat__route_MSY_TPA,1.9940381524005587e-05,route MSY TPA
cat__route_SYR_CLT,1.993937026468847e-05,route SYR CLT
cat__route_MSP_INL,1.9934275233332567e-05,route MSP INL
cat__route_ATL_HHH,1.9921669316467733e-05,route ATL HHH
cat__route_DFW_ECP,1.9920684561796368e-05,route DFW ECP
cat__route_STL_OKC,1.991921558554484e-05,route STL OKC
cat__route_ATL_MLI,1.9909963605760592e-05,route ATL MLI
cat__route_BUF_PHL,1.9884022759019985e-05,route BUF PHL
cat__route_BWI_SJU,1.9883746655092584e-05,route BWI SJU
cat__route_IAH_MKE,1.9880881235092357e-05,route IAH MKE
cat__route_HNL_SJC,1.9880769670104674e-05,route HNL SJC
cat__ORIGIN_SUN,1.9880118821333363e-05,ORIGIN SUN
cat__ORIGIN_JLN,1.9868056598459582e-05,ORIGIN JLN
cat__route_CVG_IAH,1.9863197709993142e-05,route CVG IAH
cat__route_JAC_SFO,1.9862272702412393e-05,route JAC SFO
cat__ORIGIN_PUW,1.9858348744235278e-05,ORIGIN PUW
cat__route_DFW_OGG,1.9852979501859276e-05,route DFW OGG
cat__route_MKE_PHX,1.982768697699166e-05,route MKE PHX
cat__route_DAL_COS,1.982033660360782e-05,route DAL COS
cat__route_CMH_MIA,1.9816571034590654e-05,route CMH MIA
cat__route_FLL_CLE,1.9802001484724583e-05,route FLL CLE
cat__route_SFO_CLT,1.9788635968846054e-05,route SFO CLT
cat__route_MIA_CMH,1.9766998967565316e-05,route MIA CMH
cat__route_IAH_JAX,1.973330708122986e-05,route IAH JAX
cat__route_TYS_DFW,1.9732952031406367e-05,route TYS DFW
cat__route_RSW_JFK,1.9732843177965088e-05,route RSW JFK
cat__FL_DATE_2021-03-06,1.9730446593218487e-05,FL DATE 2021-03-06
cat__ORIGIN_LWB,1.9724849041711516e-05,ORIGIN LWB
cat__route_ORF_IAD,1.9721914775370077e-05,route ORF IAD
cat__route_DFW_SWO,1.971878554545903e-05,route DFW SWO
cat__route_ABQ_ATL,1.9712891717613012e-05,route ABQ ATL
cat__route_MIA_PIT,1.970446837633445e-05,route MIA PIT
cat__route_SCE_ORD,1.970137920726525e-05,route SCE ORD
cat__route_SPI_DFW,1.968566669439598e-05,route SPI DFW
cat__route_BMI_ORD,1.9682683272705355e-05,route BMI ORD
cat__route_OGG_PHX,1.96626571647471e-05,route OGG PHX
cat__route_DAL_TUL,1.9658783528315007e-05,route DAL TUL
cat__FL_DATE_2021-01-25,1.9653658776727752e-05,FL DATE 2021-01-25
cat__route_SAN_IAD,1.9653460958855928e-05,route SAN IAD
cat__route_JAX_IAD,1.9652603496753213e-05,route JAX IAD
cat__route_MFR_PHX,1.9646640350689413e-05,route MFR PHX
cat__FL_DATE_2020-07-14,1.9629261325346536e-05,FL DATE 2020-07-14
cat__route_TPA_STL,1.9628222387223053e-05,route TPA STL
cat__route_MGM_DFW,1.9613676061945067e-05,route MGM DFW
cat__route_BGR_SFB,1.9601679959003583e-05,route BGR SFB
cat__FL_DATE_2020-09-19,1.9589530980206674e-05,FL DATE 2020-09-19
cat__DEST_GRI,1.9581822255147252e-05,DEST GRI
cat__FL_DATE_2021-01-22,1.95772355812855e-05,FL DATE 2021-01-22
cat__route_MSP_ABR,1.9569811484904448e-05,route MSP ABR
cat__route_PIT_PHL,1.956508567025117e-05,route PIT PHL
cat__route_MSP_SAN,1.9564571262194783e-05,route MSP SAN
cat__ORIGIN_APN,1.952493073516784e-05,ORIGIN APN
cat__route_LAX_STL,1.951532895272105e-05,route LAX STL
cat__ORIGIN_GGG,1.950170410670595e-05,ORIGIN GGG
cat__ORIGIN_PVU,1.947950880861016e-05,ORIGIN PVU
cat__route_DFW_BOI,1.9465154026386556e-05,route DFW BOI
cat__route_BUF_DCA,1.9446487153421213e-05,route BUF DCA
cat__route_DCA_ROC,1.9431726998696443e-05,route DCA ROC
cat__route_TPA_IND,1.9407731415191795e-05,route TPA IND
cat__FL_DATE_2021-03-14,1.9385757700472706e-05,FL DATE 2021-03-14
cat__route_DFW_GJT,1.9363359222614603e-05,route DFW GJT
cat__route_OGG_LIH,1.9350044254747225e-05,route OGG LIH
cat__route_DFW_EGE,1.934427835917865e-05,route DFW EGE
cat__route_ORD_LAN,1.9339033180406436e-05,route ORD LAN
cat__DEST_SCC,1.9315303073720892e-05,DEST SCC
cat__route_DTW_RSW,1.9309514510929142e-05,route DTW RSW
cat__route_ATL_MYR,1.929976372497134e-05,route ATL MYR
cat__route_SLC_BZN,1.9299310405520338e-05,route SLC BZN
cat__DEST_FSM,1.9294329422040944e-05,DEST FSM
cat__route_SEA_FAT,1.9265785440121897e-05,route SEA FAT
cat__ORIGIN_VCT,1.9264947465565877e-05,ORIGIN VCT
cat__route_PDX_OGG,1.9263241140478352e-05,route PDX OGG
cat__DEST_JLN,1.925710391798646e-05,DEST JLN
cat__route_DEN_DCA,1.9253493515392063e-05,route DEN DCA
cat__route_IAD_IND,1.924653164594077e-05,route IAD IND
cat__FL_DATE_2020-11-17,1.9236986041349357e-05,FL DATE 2020-11-17
cat__route_SEA_KOA,1.922735961424824e-05,route SEA KOA
cat__route_GEG_SJC,1.922412242703827e-05,route GEG SJC
cat__route_SJC_AUS,1.9221883216229005e-05,route SJC AUS
cat__FL_DATE_2020-09-11,1.922142962819452e-05,FL DATE 2020-09-11
cat__route_PGD_FNT,1.9202405643771702e-05,route PGD FNT
cat__ORIGIN_GFK,1.9193810574784174e-05,ORIGIN GFK
cat__route_CHS_BNA,1.9183731882520943e-05,route CHS BNA
cat__route_PHX_CLE,1.9160752134449062e-05,route PHX CLE
cat__FL_DATE_2021-04-27,1.9132602378234647e-05,FL DATE 2021-04-27
cat__route_RDM_DEN,1.9131746945355825e-05,route RDM DEN
cat__route_CLT_GPT,1.9104501847796997e-05,route CLT GPT
cat__FL_DATE_2020-09-29,1.9089250469648958e-05,FL DATE 2020-09-29
cat__route_OAK_MDW,1.907498167096665e-05,route OAK MDW
cat__route_SEA_OGG,1.905513474347032e-05,route SEA OGG
cat__route_MDW_SJU,1.905232768345507e-05,route MDW SJU
cat__FL_DATE_2021-01-19,1.9038133944318927e-05,FL DATE 2021-01-19
cat__FL_DATE_2020-12-12,1.9007776849257333e-05,FL DATE 2020-12-12
cat__route_PHL_SAV,1.900732966120783e-05,route PHL SAV
cat__route_ECP_CLT,1.899605614994685e-05,route ECP CLT
cat__route_GSP_EWR,1.8985920424492827e-05,route GSP EWR
cat__route_MCI_SLC,1.8976196258808314e-05,route MCI SLC
cat__route_CLE_BNA,1.8974010738891477e-05,route CLE BNA
cat__route_LSE_ORD,1.897359570406909e-05,route LSE ORD
cat__route_MCI_MCO,1.8950144035418344e-05,route MCI MCO
cat__FL_DATE_2020-07-20,1.8945871384450347e-05,FL DATE 2020-07-20
cat__route_SBN_ORD,1.8938074345161453e-05,route SBN ORD
cat__route_SFO_TUS,1.8914643985432548e-05,route SFO TUS
cat__route_DCA_PWM,1.891083501953559e-05,route DCA PWM
cat__FL_DATE_2021-01-10,1.890426040981063e-05,FL DATE 2021-01-10
cat__route_PHX_KOA,1.8847920893599892e-05,route PHX KOA
cat__route_DFW_LRD,1.884135163091864e-05,route DFW LRD
cat__route_BUR_ABQ,1.8825578057219418e-05,route BUR ABQ
cat__route_CHS_LGA,1.8819557266628653e-05,route CHS LGA
cat__route_LIT_DAL,1.8811549324495054e-05,route LIT DAL
cat__FL_DATE_2021-02-02,1.8810205469701733e-05,FL DATE 2021-02-02
cat__route_ATL_OMA,1.8807042251997512e-05,route ATL OMA
cat__route_MSY_MDW,1.875948314389995e-05,route MSY MDW
cat__route_MKE_BOS,1.8753240610367894e-05,route MKE BOS
cat__route_FLL_LAS,1.874303536000316e-05,route FLL LAS
cat__route_MSN_MSP,1.873257112976073e-05,route MSN MSP
cat__route_SEA_MKE,1.873138776772493e-05,route SEA MKE
cat__FL_DATE_2020-06-08,1.872369854127168e-05,FL DATE 2020-06-08
cat__route_MSP_PBI,1.8716476555046576e-05,route MSP PBI
cat__route_SEA_PUW,1.8714038126512026e-05,route SEA PUW
cat__route_DAL_MEM,1.8704823357905746e-05,route DAL MEM
cat__route_BUF_CLT,1.8703837309755243e-05,route BUF CLT
cat__route_EUG_OAK,1.8703813692530584e-05,route EUG OAK
